mode,regime,W_SM_KiB,blocks_per_SM,active_SM,ITER,elapsed_s,net_E_J,pJ_per_FLOP,pJ_per_input_bit,smid_histogram_ok,clock_sm_mhz,clock_mem_mhz,temp_C
dram_mma,dram_mixed_streaming,4096,16,82,675014,1.090815865,216.193852503,29.7993493464,29.7993493464,true,1890,9501,76
dram_mma,dram_mixed_streaming,8192,1,82,1815169,1.073368913,71.2560989302,58.4387853205,58.4387853205,true,1920,9501,70
dram_mma,dram_mixed_streaming,8192,2,82,1785594,1.106661583,100.414278918,41.8580472891,41.8580472891,true,1920,9501,71
dram_mma,dram_mixed_streaming,8192,4,82,1758790,1.072058758,167.817114434,35.5106379293,35.5106379293,true,1920,9501,74
dram_mma,dram_mixed_streaming,8192,8,82,1381831,1.12272482,225.34701273,30.3461144114,30.3461144114,true,1905,9501,76
dram_mma,dram_mixed_streaming,8192,16,82,694439,1.108564831,208.4339731,27.9261216344,27.9261216344,true,1890,9501,76
dram_mma,dram_mixed_streaming,16384,1,82,1864917,1.088338493,61.3777054906,48.9945017089,48.9945017089,true,1920,9501,70
dram_mma,dram_mixed_streaming,16384,2,82,1814980,1.076735237,108.693128886,44.5755238104,44.5755238104,true,1920,9501,71
dram_mma,dram_mixed_streaming,16384,4,82,1463464,0.917547137,124.758653554,31.7266960579,31.7266960579,true,1920,9501,74
dram_mma,dram_mixed_streaming,16384,8,82,1323456,1.112436036,233.182703187,32.786347859,32.786347859,true,1905,9501,76
dram_mma,dram_mixed_streaming,16384,16,82,674071,1.142023723,216.47358039,29.8796480979,29.8796480979,true,1890,9501,76
dram_mma,dram_mixed_streaming,32768,1,82,1842896,1.101154189,64.1939436219,51.8548560588,51.8548560588,true,1920,9501,70
dram_mma,dram_mixed_streaming,32768,2,82,1797304,1.12563236,103.851136862,43.0086610827,43.0086610827,true,1920,9501,71
dram_mma,dram_mixed_streaming,32768,4,82,1743708,1.093990774,166.917216042,35.6257146669,35.6257146669,true,1920,9501,75
dram_mma,dram_mixed_streaming,32768,8,82,1311679,1.090323796,207.06554397,29.3755826298,29.3755826298,true,1905,9501,77
dram_mma,dram_mixed_streaming,32768,16,82,672509,1.055024702,210.585982057,29.1345006546,29.1345006546,true,1890,9501,77
dram_mma,dram_mixed_streaming,65536,1,82,1852632,1.141930071,58.4860585069,46.9958378979,46.9958378979,true,1920,9501,70
dram_mma,dram_mixed_streaming,65536,2,82,1799964,1.074067635,112.604612054,46.5648885551,46.5648885551,true,1920,9501,71
dram_mma,dram_mixed_streaming,65536,4,82,1763441,1.099227857,155.410411943,32.7986063438,32.7986063438,true,1905,9501,75
dram_mma,dram_mixed_streaming,65536,8,82,1312129,1.089456781,223.958884257,31.7612786544,31.7612786544,true,1890,9501,77
dram_mma,dram_mixed_streaming,65536,16,82,680749,1.11341549,232.753636634,31.8116125689,31.8116125689,true,1890,9501,76
dram_mma,dram_mixed_streaming,131072,1,82,1875030,1.140995507,75.7548915145,60.1448801572,60.1448801572,true,1920,9501,70
dram_mma,dram_mixed_streaming,131072,2,82,1778186,1.074409929,104.913285181,43.9156695102,43.9156695102,true,1920,9501,72
dram_mma,dram_mixed_streaming,131072,4,82,1718691,1.135481249,165.536353898,35.8452649721,35.8452649721,true,1905,9501,75
dram_mma,dram_mixed_streaming,131072,8,82,1347215,1.122869348,239.682539753,33.1059233583,33.1059233583,true,1890,9501,77
dram_mma,dram_mixed_streaming,131072,16,82,708011,1.146636193,250.221856793,32.8822448331,32.8822448331,true,1890,9501,76
store_path,shared_resident,1,1,82,51854880,1.13558596,42.5511005068,0,0,true,1920,9501,69
store_path,shared_resident,2,1,82,50281654,1.031932714,52.0529017586,0,0,true,1920,9501,69
store_path,shared_resident,2,2,82,45526766,1.09319078,62.2328097682,0,0,true,1920,9501,70
store_path,shared_resident,4,1,82,53088890,1.112354995,28.2121191093,0,0,true,1920,9501,68
store_path,shared_resident,4,2,82,44770356,1.083571751,62.7281821395,0,0,true,1920,9501,69
store_path,shared_resident,4,4,82,27892935,1.111758467,75.2566725697,0,0,true,1920,9501,70
store_path,shared_resident,8,1,82,53102431,1.108322807,45.7727999108,0,0,true,1920,9501,68
store_path,shared_resident,8,2,82,44757390,1.105207562,66.7101239891,0,0,true,1920,9501,69
store_path,shared_resident,8,4,82,26620639,1.06847515,77.3626960789,0,0,true,1920,9501,70
store_path,shared_resident,8,8,82,13769793,1.166486493,82.8243697198,0,0,true,1920,9501,70
store_path,shared_resident,16,1,82,51462032,1.085931146,32.0958861799,0,0,true,1920,9501,68
store_path,shared_resident,16,2,82,44502470,1.093141711,69.7067393708,0,0,true,1920,9501,69
store_path,shared_resident,16,4,82,27519176,1.110028017,78.3185189579,0,0,true,1920,9501,69
store_path,shared_resident,16,8,82,13592568,1.162994695,84.1329942969,0,0,true,1920,9501,69
store_path,shared_resident,16,16,82,6659565,1.052016014,80.2159484161,0,0,true,1920,9501,69
store_path,shared_resident,32,1,82,53641133,1.100334814,61.7787663475,0,0,true,1920,9501,67
store_path,shared_resident,32,2,82,44889889,1.076311616,68.7767540085,0,0,true,1935,9501,68
store_path,shared_resident,32,4,82,27918834,1.128342956,88.8980278181,0,0,true,1935,9501,69
store_path,shared_resident,32,8,82,13902920,1.166119406,81.3404187403,0,0,true,1935,9501,69
store_path,shared_resident,32,16,82,6819048,1.092324381,83.4676002586,0,0,true,1935,9501,69
store_path,shared_resident,64,1,82,52224031,1.090832153,44.5595624086,0,0,true,1935,9501,67
store_path,shared_resident,64,2,82,41410041,1.015095165,59.889187939,0,0,true,1935,9501,68
store_path,shared_resident,64,4,82,27271950,1.093763568,77.4871529837,0,0,true,1935,9501,68
store_path,shared_resident,64,8,82,13726610,1.103028758,73.1402591961,0,0,true,1935,9501,69
store_path,shared_resident,64,16,82,6814020,1.100289847,67.9924395766,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,128,1,82,52518621,1.110679288,46.5620216561,0,0,true,1935,9501,67
store_path,dram_mixed_streaming,128,2,82,45943614,1.17147032,71.5172793991,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,128,4,82,27129898,1.067965869,78.4963325943,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,128,8,82,14365983,1.128480314,93.8964884329,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,128,16,82,7108728,1.123034576,92.0897708356,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,256,1,82,53986592,1.116496235,43.4820400931,0,0,true,1935,9501,67
store_path,dram_mixed_streaming,256,2,82,46316598,1.121774789,80.439744405,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,256,4,82,27641655,1.107209068,79.6316657897,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,256,8,82,13807058,1.115551062,70.5451462152,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,256,16,82,6859914,1.103845857,81.0840113837,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,512,1,82,52567055,1.094030433,47.4215681006,0,0,true,1935,9501,67
store_path,dram_mixed_streaming,512,2,82,44988272,1.106067052,63.2638765658,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,512,4,82,27870452,1.116002029,71.0201770333,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,512,8,82,13744294,1.15564787,69.1271861041,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,512,16,82,6759923,1.107979665,76.786636846,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,1024,1,82,48795389,1.028647301,35.0744094137,0,0,true,1935,9501,67
store_path,dram_mixed_streaming,1024,2,82,44974635,1.071525204,50.9525732273,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,1024,4,82,28516670,1.180643143,81.1709651041,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,1024,8,82,13733085,1.086630426,62.2222616605,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,1024,16,82,6847711,1.097241861,75.2989549573,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,2048,1,82,52042125,1.083247083,43.2185232212,0,0,true,1935,9501,67
store_path,dram_mixed_streaming,2048,2,82,45255778,1.139183444,59.1747989017,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,2048,4,82,26799941,1.069627957,73.5023249911,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,2048,8,82,13927515,1.121734715,88.1959119741,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,2048,16,82,6809118,1.096711052,81.0735052382,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,4096,1,82,52390178,1.119351558,42.2078076864,0,0,true,1935,9501,67
store_path,dram_mixed_streaming,4096,2,82,44999822,1.156493446,69.0659947604,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,4096,4,82,26690982,1.133035197,64.0814371537,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,4096,8,82,13521999,1.083518964,73.0292344908,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,4096,16,82,6816573,1.06951037,67.5534734905,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,8192,1,82,53414292,1.116857898,42.424432299,0,0,true,1935,9501,67
store_path,dram_mixed_streaming,8192,2,82,45417175,1.10074432,48.993780559,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,8192,4,82,27369559,1.084245641,73.6397193028,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,8192,8,82,13786042,1.098027573,68.803785648,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,8192,16,82,6859425,1.113548624,74.8430961504,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,16384,1,82,52254243,1.094703825,48.012564629,0,0,true,1935,9501,67
store_path,dram_mixed_streaming,16384,2,82,44242680,1.074811938,68.6011604054,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,16384,4,82,27493327,1.099150423,81.1223179944,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,16384,8,82,13721872,1.102576414,76.2839885801,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,16384,16,82,6968377,1.171407434,83.5363218265,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,32768,1,82,50389592,1.055841326,35.720518792,0,0,true,1935,9501,67
store_path,dram_mixed_streaming,32768,2,82,41587188,1.039255016,49.1194976362,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,32768,4,82,27779295,1.112122597,72.3821171338,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,32768,8,82,13804721,1.171181873,78.1331423969,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,32768,16,82,6660940,1.065014916,64.3531777412,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,65536,1,82,52841482,1.100424192,41.3426377838,0,0,true,1935,9501,67
store_path,dram_mixed_streaming,65536,2,82,45347069,1.100847679,66.7940264052,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,65536,4,82,27406767,1.114834518,69.9208590521,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,65536,8,82,13500455,0.994003938,74.717375674,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,65536,16,82,6950044,1.115869506,79.8656685618,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,131072,1,82,52606535,1.097181162,42.7218894587,0,0,true,1935,9501,67
store_path,dram_mixed_streaming,131072,2,82,45117600,1.050336336,66.9835535967,0,0,true,1935,9501,68
store_path,dram_mixed_streaming,131072,4,82,29289923,1.236593648,90.2297787222,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,131072,8,82,13535113,1.081636255,80.42525003,0,0,true,1935,9501,69
store_path,dram_mixed_streaming,131072,16,82,6863371,1.099135027,75.8480435411,0,0,true,1935,9501,69
